-1406.906,-803.688,31.24
-1407.566,-804.439,31.24
-1408.238,-805.18,31.24
-1408.924,-805.907,31.24
-1409.625,-806.62,31.24
-1410.343,-807.316,31.24
-1411.08,-807.992,31.24
-1411.838,-808.644,31.257
-1412.618,-809.268,31.295
-1413.418,-809.863,31.357
-1414.246,-810.415,31.463
-1415.095,-810.929,31.566
-1415.974,-811.386,31.704
-1416.854,-811.844,31.829
-1417.755,-812.247,31.98
-1418.681,-812.6,32.111
-1419.62,-812.912,32.258
-1420.577,-813.173,32.383
-1421.543,-813.401,32.505
-1422.517,-813.6,32.611
-1423.498,-813.773,32.698
-1424.485,-813.914,32.774
-1425.476,-814.036,32.82
-1426.469,-814.144,32.86
-1427.463,-814.252,32.871
-1428.459,-814.347,32.876
-1429.455,-814.432,32.858
-1430.451,-814.516,32.834
-1431.447,-814.597,32.799
-1432.444,-814.666,32.76
-1433.441,-814.73,32.719
-1434.439,-814.787,32.676
-1435.437,-814.836,32.639
-1436.435,-814.88,32.604
-1437.434,-814.912,32.576
-1438.434,-814.942,32.559
-1439.433,-814.955,32.544
-1440.433,-814.965,32.547
-1441.433,-814.959,32.547
-1442.433,-814.945,32.568
-1443.432,-814.918,32.585
-1444.431,-814.876,32.616
-1445.429,-814.826,32.649
-1446.425,-814.743,32.683
-1447.421,-814.658,32.716
-1448.417,-814.572,32.75
-1449.409,-814.457,32.784
-1450.399,-814.323,32.818
-1451.39,-814.189,32.853
-1452.378,-814.042,32.887
-1453.363,-813.871,32.922
-1454.344,-813.682,32.957
-1455.324,-813.484,32.992
-1456.298,-813.264,33.027
-1457.27,-813.031,33.062
-1458.239,-812.784,33.098
-1459.201,-812.515,33.134
-1460.161,-812.237,33.169
-1461.113,-811.933,33.205
-1462.062,-811.621,33.241
-1463.005,-811.29,33.278
-1463.944,-810.948,33.314
-1464.878,-810.591,33.35
-1465.805,-810.219,33.386
-1466.725,-809.828,33.423
-1467.644,-809.437,33.459
-1468.564,-809.046,33.495
-1469.483,-808.654,33.532
-1470.382,-808.218,33.568
-1471.282,-807.783,33.605
-1472.181,-807.348,33.641
-1473.081,-806.912,33.678
-1473.98,-806.477,33.714
-1474.88,-806.041,33.751
-1475.779,-805.606,33.787
-1476.679,-805.17,33.824
-1477.578,-804.735,33.86
-1478.478,-804.3,33.897
-1479.371,-803.852,33.933
-1480.261,-803.396,33.97
-1481.15,-802.941,34.006
-1482.04,-802.486,34.043
-1482.929,-802.03,34.079
-1483.819,-801.575,34.114
-1484.708,-801.119,34.15
-1485.598,-800.664,34.185
-1486.487,-800.208,34.22
-1487.377,-799.753,34.255
-1488.268,-799.301,34.291
-1489.161,-798.851,34.327
-1490.053,-798.401,34.363
-1490.947,-797.954,34.398
-1491.841,-797.507,34.434
-1492.736,-797.062,34.469
-1493.631,-796.618,34.503
-1494.527,-796.175,34.538
-1495.423,-795.734,34.572
-1496.321,-795.293,34.606
-1497.218,-794.854,34.639
-1498.117,-794.416,34.672
-1499.015,-793.979,34.705
-1499.915,-793.543,34.737
-1500.815,-793.108,34.769
-1501.715,-792.674,34.8
-1502.616,-792.241,34.831
-1503.517,-791.809,34.862
-1504.419,-791.378,34.891
-1505.322,-790.949,34.921
-1506.225,-790.52,34.949
-1507.129,-790.093,34.977
-1508.033,-789.666,35.004
-1508.937,-789.241,35.031
-1509.843,-788.817,35.056
-1510.748,-788.394,35.081
-1511.655,-787.972,35.105
-1512.561,-787.55,35.128
-1513.469,-787.131,35.15
-1514.376,-786.712,35.172
-1515.285,-786.294,35.193
-1516.193,-785.877,35.213
-1517.102,-785.461,35.233
-1518.012,-785.046,35.252
-1518.922,-784.632,35.271
-1519.833,-784.219,35.289
-1520.744,-783.807,35.306
-1521.655,-783.395,35.323
