-2963.095,-178.078,1.859
-2963.127,-179.075,1.934
-2963.159,-180.072,2.008
-2963.191,-181.068,2.082
-2963.222,-182.065,2.157
-2963.254,-183.062,2.231
-2963.285,-184.059,2.305
-2963.316,-185.055,2.38
-2963.347,-186.052,2.455
-2963.378,-187.049,2.529
-2963.409,-188.046,2.604
-2963.44,-189.042,2.679
-2963.47,-190.039,2.754
-2963.501,-191.036,2.83
-2963.531,-192.032,2.905
-2963.561,-193.029,2.98
-2963.592,-194.026,3.056
-2963.622,-195.022,3.132
-2963.651,-196.019,3.207
-2963.681,-197.016,3.283
-2963.711,-198.012,3.359
-2963.74,-199.009,3.435
-2963.77,-200.006,3.511
-2963.799,-201.002,3.587
-2963.828,-201.999,3.663
-2963.857,-202.996,3.739
-2963.886,-203.993,3.815
-2963.915,-204.989,3.891
-2963.943,-205.986,3.967
-2963.972,-206.983,4.043
-2964,-207.979,4.119
-2964.028,-208.976,4.195
-2964.056,-209.973,4.271
-2964.084,-210.97,4.346
-2964.111,-211.966,4.422
-2964.138,-212.963,4.497
-2964.166,-213.96,4.573
-2964.193,-214.957,4.648
-2964.22,-215.954,4.723
-2964.247,-216.95,4.798
-2964.273,-217.947,4.873
-2964.3,-218.944,4.948
-2964.326,-219.941,5.023
-2964.353,-220.938,5.097
-2964.379,-221.935,5.172
-2964.405,-222.931,5.247
-2964.431,-223.928,5.321
-2964.457,-224.925,5.396
-2964.483,-225.922,5.47
-2964.509,-226.919,5.545
-2964.535,-227.916,5.62
-2964.561,-228.913,5.694
-2964.586,-229.91,5.769
-2964.612,-230.906,5.844
-2964.638,-231.903,5.918
-2964.664,-232.9,5.993
-2964.689,-233.897,6.068
-2964.715,-234.894,6.143
-2964.741,-235.891,6.217
-2964.767,-236.888,6.292
-2964.793,-237.884,6.367
-2964.819,-238.881,6.442
-2964.845,-239.878,6.517
-2964.871,-240.875,6.592
-2964.897,-241.872,6.667
-2964.923,-242.869,6.742
-2964.95,-243.865,6.818
-2964.977,-244.862,6.893
-2965.003,-245.859,6.968
-2965.03,-246.856,7.042
-2965.057,-247.853,7.117
-2965.085,-248.85,7.192
-2965.112,-249.846,7.267
-2965.14,-250.843,7.342
-2965.168,-251.84,7.416
-2965.196,-252.837,7.491
-2965.225,-253.834,7.565
-2965.254,-254.831,7.64
-2965.283,-255.827,7.714
-2965.312,-256.824,7.789
-2965.342,-257.821,7.863
-2965.371,-258.818,7.937
-2965.402,-259.815,8.011
-2965.432,-260.811,8.084
-2965.463,-261.808,8.158
-2965.495,-262.805,8.231
-2965.526,-263.802,8.304
-2965.559,-264.799,8.377
-2965.591,-265.795,8.45
-2965.624,-266.792,8.523
-2965.658,-267.789,8.595
-2965.691,-268.786,8.668
-2965.726,-269.783,8.74
-2965.76,-270.779,8.812
-2965.795,-271.776,8.884
-2965.831,-272.773,8.955
-2965.867,-273.77,9.027
-2965.903,-274.767,9.098
-2965.94,-275.763,9.169
-2965.977,-276.76,9.24
-2966.015,-277.757,9.311
-2966.053,-278.754,9.382
-2966.091,-279.751,9.453
-2966.13,-280.747,9.523
-2966.169,-281.744,9.593
-2966.209,-282.741,9.664
-2966.249,-283.737,9.734
-2966.289,-284.734,9.804
-2966.33,-285.731,9.874
-2966.371,-286.728,9.944
-2966.413,-287.724,10.014
-2966.455,-288.721,10.084
-2966.497,-289.718,10.153
-2966.54,-290.714,10.223
-2966.584,-291.711,10.293
-2966.627,-292.708,10.362
-2966.672,-293.704,10.431
-2966.717,-294.701,10.501
-2966.762,-295.697,10.57
-2966.808,-296.694,10.639
-2966.855,-297.69,10.708
-2966.902,-298.687,10.777
-2966.95,-299.683,10.845
-2966.999,-300.68,10.913
-2967.049,-301.676,10.982
-2967.099,-302.673,11.05
-2967.151,-303.669,11.117
-2967.203,-304.665,11.185
-2967.257,-305.662,11.252
-2967.311,-306.658,11.319
-2967.367,-307.654,11.385
-2967.423,-308.65,11.452
-2967.481,-309.647,11.518
-2967.54,-310.643,11.583
-2967.6,-311.639,11.648
-2967.661,-312.635,11.713
-2967.724,-313.631,11.778
-2967.787,-314.627,11.842
-2967.853,-315.622,11.906
-2967.919,-316.618,11.969
-2967.987,-317.614,12.032
-2968.056,-318.61,12.094
-2968.126,-319.605,12.156
-2968.197,-320.601,12.217
-2968.27,-321.596,12.278
-2968.343,-322.592,12.339
-2968.418,-323.587,12.399
-2968.494,-324.582,12.459
-2968.571,-325.578,12.518
-2968.648,-326.573,12.576
-2968.727,-327.568,12.635
-2968.806,-328.563,12.692
-2968.886,-329.559,12.75
-2968.967,-330.554,12.806
-2969.049,-331.549,12.863
-2969.131,-332.544,12.918
-2969.215,-333.539,12.974
-2969.3,-334.534,13.028
-2969.386,-335.528,13.082
-2969.473,-336.523,13.135
-2969.561,-337.518,13.188
-2969.65,-338.513,13.24
-2969.74,-339.507,13.291
-2969.832,-340.502,13.342
-2969.925,-341.496,13.391
-2970.019,-342.491,13.44
-2970.115,-343.485,13.488
-2970.212,-344.479,13.536
-2970.311,-345.473,13.582
-2970.411,-346.467,13.627
-2970.513,-347.461,13.672
-2970.616,-348.454,13.715
-2970.722,-349.448,13.758
-2970.829,-350.441,13.799
-2970.937,-351.435,13.84
-2971.048,-352.428,13.879
-2971.16,-353.421,13.917
-2971.275,-354.413,13.954
-2971.391,-355.406,13.99
-2971.51,-356.398,14.025
-2971.63,-357.39,14.058
-2971.753,-358.382,14.09
-2971.878,-359.374,14.121
-2972.005,-360.365,14.151
-2972.134,-361.357,14.179
-2972.265,-362.348,14.206
-2972.398,-363.338,14.232
-2972.534,-364.329,14.256
-2972.672,-365.319,14.279
-2972.812,-366.309,14.301
-2972.954,-367.299,14.321
-2973.099,-368.288,14.34
-2973.246,-369.277,14.358
-2973.395,-370.265,14.375
-2973.546,-371.254,14.39
-2973.7,-372.242,14.403
-2973.856,-373.23,14.416
-2974.015,-374.217,14.427
-2974.175,-375.204,14.436
-2974.338,-376.19,14.444
-2974.504,-377.177,14.451
-2974.672,-378.162,14.457
-2974.842,-379.148,14.46
-2975.014,-380.133,14.463
-2975.189,-381.117,14.464
-2975.367,-382.101,14.464
-2975.547,-383.085,14.462
-2975.729,-384.068,14.459
-2975.914,-385.051,14.455
-2976.101,-386.034,14.449
-2976.29,-387.015,14.441
-2976.483,-387.997,14.432
-2976.677,-388.977,14.422
-2976.875,-389.958,14.411
-2977.074,-390.937,14.398
-2977.277,-391.917,14.384
-2977.482,-392.895,14.37
-2977.69,-393.873,14.354
-2977.901,-394.851,14.337
-2978.114,-395.827,14.32
-2978.331,-396.804,14.301
-2978.55,-397.779,14.282
-2978.772,-398.754,14.263
-2978.997,-399.728,14.243
-2979.225,-400.702,14.222
-2979.456,-401.674,14.201
-2979.69,-402.646,14.179
-2979.927,-403.618,14.158
-2980.167,-404.588,14.136
-2980.411,-405.558,14.114
-2980.657,-406.527,14.091
-2980.907,-407.495,14.069
-2981.16,-408.462,14.047
-2981.416,-409.428,14.025
-2981.676,-410.394,14.004
-2981.939,-411.358,13.982
-2982.205,-412.322,13.961
-2982.475,-413.285,13.941
-2982.747,-414.247,13.92
-2983.023,-415.208,13.9
-2983.302,-416.168,13.881
-2983.584,-417.127,13.862
-2983.868,-418.085,13.844
-2984.156,-419.043,13.826
-2984.446,-420,13.809
-2984.74,-420.956,13.793
-2985.036,-421.911,13.777
-2985.334,-422.865,13.762
-2985.635,-423.818,13.748
-2985.939,-424.771,13.735
-2986.245,-425.723,13.722
-2986.554,-426.674,13.711
-2986.865,-427.624,13.7
-2987.179,-428.574,13.69
-2987.494,-429.523,13.682
-2987.812,-430.471,13.674
-2988.132,-431.418,13.668
-2988.454,-432.365,13.662
-2988.779,-433.311,13.657
-2989.104,-434.256,13.653
-2989.432,-435.201,13.65
-2989.761,-436.145,13.647
-2990.092,-437.089,13.646
-2990.424,-438.032,13.644
-2990.758,-438.975,13.644
-2991.093,-439.917,13.644
-2991.429,-440.859,13.645
-2991.766,-441.801,13.646
-2992.104,-442.742,13.648
-2992.444,-443.682,13.65
-2992.785,-444.622,13.653
-2993.127,-445.562,13.656
-2993.47,-446.501,13.659
-2993.815,-447.44,13.663
-2994.161,-448.378,13.667
-2994.508,-449.316,13.671
-2994.857,-450.253,13.675
-2995.207,-451.19,13.68
-2995.559,-452.126,13.685
-2995.912,-453.061,13.69
-2996.267,-453.996,13.695
-2996.623,-454.931,13.7
-2996.981,-455.864,13.705
-2997.34,-456.798,13.71
-2997.7,-457.731,13.715
-2998.061,-458.663,13.72
